name,address
LA PAZ PLACE APTS,"3533 W DICKENS AVE, CHICAGO, IL 60647"
LAFLIN APTS,"1512 W 79TH ST, CHICAGO, IL 60620"
LAKE VILLAGE APTS,"1800 LAKE ST, KEWANEE, IL 61443"
LAKELAND APTS,"45 ERNEST AVE, FOX LAKE, IL 60020"
VICTORY CENTRE OF CALUMET CITY (SLF),"1380 RING RD, CALUMET CITY, IL 60409"
VICTORY CENTRE OF MELROSE,"1800 RIVERWOODS DR, MELROSE PARK, IL 60160"
WEST CHICAGO SENIOR APTS,"201 W N AVE, WEST CHICAGO, IL 60185"
WEST RIDGE SENIOR APTS,"6142 N CALIFORNIA AVE, CHICAGO, IL 60659"
SOUTHERN ILLINOIS MANORS #2,"1833 TRUMAN DR, BREESE, IL 62230"
GALVA B,"1030 NW SEVENTH AVE, GALVA, IL 61434"
HARBOR HOUSE,"413 N WINNEBAGO ST, ROCKFORD, IL 61103"
HEARTS UNITED APTS,"746 E BOWEN AVE, CHICAGO, IL 60653"
HUMBOLDT SCHOOL HOUSING DEVELOPMENT,"1028 E SIXTH ST, ALTON, IL 62002"
LAKEVIEW SENIOR APTS,"119 LAKEVIEW CT, WATSEKA, IL 60970"
LEMONT SENIOR HOUSING,"807 TALCOTT AVE, LEMONT, IL 60439"
MADISON PARK PLACE,"426 N 13TH ST, SPRINGFIELD, IL 62702"
MANSUR WOOD LIVING CENTER,"900 CRAMPTON AVE, CARBON CLIFF, IL 61239"
MCKENDREE APTS,"4600 MCKENDREE DR, GODFREY, IL 62035"
NEW BOSTON APTS,"208 WALNUT ST, NEW BOSTON, IL 61272"
PRAIRIE PARK APARTMENTS,"315 E 56th St, Chicago, IL 60637"
PRAIRIE PARK APTS,"5610 S CALUMET AVE, CHICAGO, IL 60637"
TABERNACLE APTS,"1861 S SPRINGFIELD AVE, CHICAGO, IL 60623"
CINNAMON LAKE TOWERS,"2701 W GLEN FLORA AVE, WAUKEGAN, IL 60085"
CORTLAND ESTATES,"230 MCMILLAN CT, CORTLAND, IL 60112"
COUNTRY VIEW ESTATES,"2350 MADISON AVE, CHARLESTON, IL 61920"
ELK GROVE VILLAGE SENIOR HOUSING,"912 LANDMEIER RD, ELK GROVE VILLAGE, IL 60007"
EVERGREEN TOWER II,"1343 N CLEVELAND AVE, CHICAGO, IL 60610"
FAITH RESIDENCE,"5644 W WASHINGTON BLVD, CHICAGO, IL 60644"
FREEDOM VILLAGE,"935 MAPLE AVE, HOMEWOOD, IL 60430"
GREEN OAKS AT PALOS HILLS,"8573 W 95TH TER, HICKORY HILLS, IL "
HEATHER GLEN APTS,"2723 SILENT WOOD TRAIL, ROCKFORD, IL 61109"
HIGH POINT APTS (ROMEOVILLE),"180 HIGHPOINT DR, ROMEOVILLE, IL 60446"
HOLLOW TREE APTS,"1351 W CARL SANDBURG DR, GALESBURG, IL 61401"
TAMPICO TRACE APTS,"104 E KIMBALL RD, TAMPICO, IL 61283"
VICTORY SENIOR CENTRE PHASE II,"29 N BROADWAY ST, JOLIET, IL 60435"
VILLAGE APTS OF CHARLESTON,"1526 EDGAR DR, CHARLESTON, IL 61920"
VILLAGE GREEN APTS,"811 MEADOWVIEW DR, FLORA, IL 62839"
WAYNE APTS,"6808 N WAYNE AVE, CHICAGO, IL 60626"
WESTSIDE VILLAGE PHASE IV,"3607 W POLK ST, CHICAGO, IL 60624"
WINCHESTER MANOR APTS,"800 E KAHLER RD, WILMINGTON, IL 60481"
ARCHER COURTS APARTMENTS,"2242 S Princeton, Chicago, IL 60616"
ARCHER COURTS APTS,"2220 S PRINCETON AVE, CHICAGO, IL 60616"
BARBARA JEAN WRIGHT,"1046 W 14TH ST, CHICAGO, IL 60608"
BARBARA JEAN WRIGHT COURT APTS,"1354 S MORGAN ST, CHICAGO, IL 60608"
BLOOMINGDALE APTS,"1745 N KEYSTONE AVE, CHICAGO, IL 60639"
BROADWAY PLACE APTS,"601 BROADWAY AVE, SOUTH ROXANA, IL "
CANTERBURY PLACE,"615 MEADOW CREEK DR, DEKALB, IL 60115"
CARRIAGE CREEK APTS,"22501 BUTTERFIELD RD, RICHTON PARK, IL 60471"
CENTREVILLE COURTS,"100 GRAMBLING CT, EAST SAINT LOUIS, IL 62207"
COTTON MILL LIVING CENTER,"1220 51ST AVE, ROCK ISLAND, IL 61201"
DAVIS APTS,"3615 S MICHIGAN AVE, CHICAGO, IL 60653"
DEBORAH'S PLACE III,"2822 W Jackson Blvd, Chicago, IL 60612"
DEBORAH'S PLACE III,"2822 W JACKSON BLVD, CHICAGO, IL 60612"
CANTERBURY WOOD APTS,"500 TWILIGHT DR, MORRIS, IL 60450"
CAPITOL PLAZA,"1210 E WASHINGTON ST, SPRINGFIELD, IL 62703"
CAPITOL POINTE APTS,"2415 W RANDOLPH ST, VANDALIA, IL 62471"
CEDAR WOODS FAMILY,"1301 NINTH AVE, ROCK FALLS, IL 61071"
CHURCHVIEW SUPPORTIVE LIVING,"2626 W 63RD ST, CHICAGO, IL 60629"
CORTLAND MANOR,"1900 N KARLOV AVE, CHICAGO, IL 60639"
FOREST RIDGE APTS,"1213 SECOND AVE, AURORA, IL 60505"
FOX SHORE APTS,"430 N RIVER ST, AURORA, IL 60506"
GATEWAY CENTRE APTS,"7450 N ROGERS AVE, CHICAGO, IL 60626"
HAMPTON PLACE,"1439 PEARL ST, ALTON, IL 62002"
HEARTS UNITED APTS PHASE III,"400 E 41ST ST, CHICAGO, IL 60653"
HERITAGE WOODS OF BATAVIA,"1079 E WILSON ST, BATAVIA, IL 60510"
HICKORY HILLS SENIOR HOUSING,"3067 S WHEELER, HOPKINS PARK, IL "
HILLSBORO APTS,"104 INDEPENDENCE DR, HILLSBORO, IL 62049"
KNOX APTS,"1126 W MILL ST, KEWANEE, IL 61443"
LAKEWOOD TOWER,"320 N MILWAUKEE AVE, LAKE VILLA, IL 60046"
LOUIS JOLIET APTS,"22 E CLINTON ST, JOLIET, IL 60432"
MARIAN HEIGHTS APTS,"20 MARIAN HEIGHTS DR, ALTON, IL 62002"
FULLERTON COURT APTS,"1543 W FULLERTON AVE, CHICAGO, IL 60614"
GALVA A,"1030 SW SECOND ST, GALVA, IL 61434"
PRAIRIE PARK APTS,"315 E 56TH ST, CHICAGO, IL 60637"
ROSELAND RIDGE APTS,"10513 S MICHIGAN AVE, CHICAGO, IL 60628"
SENIOR SUITES OF WASHINGTON HEIGHTS,"848 W 103RD ST, CHICAGO, IL 60643"
SENIOR SUTIES OF GARFIELD RIDGE,"5839 S HARLEM AVE, CHICAGO, IL 60638"
SILVER OAKS AT WATERFORD,"1819 SILVER OAKS CIR, AURORA, IL 60504"
SOUTH LOOP APTS,"1521 S WABASH AVE, CHICAGO, IL 60605"
"ST. EDMUND'S VILLAGE, LLC","6253 S Michigan Ave, Chicago, IL 60619"
TOULON TRACE,"600 E MAIN ST, TOULON, IL 61483"
TOWN CENTER APTS,"2413 N NEIL ST, CHAMPAIGN, IL 61820"
TURNBERRY VILLAGE (BLOOMINGTON),"901 VALLEY VIEW CIR, BLOOMINGTON, IL 61705"
UNION SQUARE APTS,"902 S 25TH ST, SPRINGFIELD, IL 62703"
VA DANVILLE,"11 BLUE STAR HWY, DANVILLE, IL 61832"
VAN BUREN PARK APTS,"2045 W JACKSON BLVD, CHICAGO, IL 60612"
WOODLANDS APTS,"3318 W WOODHILL LN, PEORIA, IL 61604"
ALDEN HORIZON SEN LIVING COMM/WATERFORD,"2000 RANDI DR, AURORA, IL 60504"
BRAINERD SENIOR CENTER,"8915 S LOOMIS ST, CHICAGO, IL 60620"
CARMEL HOUSE APTS,"2815 ELISHA AVE, ZION, IL 60099"
CENTURY ESTATES APTS,"416 SMALL ST, HARRISBURG, IL 62946"
COLLEGE OAKES PARK,"1023 LAMAR AVE, MT VERNON, IL 62864"
COLONIAL APTS,"1600 N FOURTEENTH ST, CLARE, IL "
CORONADO VILLAGE APTS,"417 N ROCKTON AVE, ROCKFORD, IL 61103"
COULTER COURT RESIDENCES,"32 S BROADWAY, AURORA, IL 60505"
DOGWOOD PROPERTIES,"625 JILL ST, PITTSFIELD, IL 62363"
EVERGREEN SEDGWICK,"414 W GOETHE ST, CHICAGO, IL 60610"
FOX RIVER APTS,"1016 PARKER ST, OLNEY, IL 62450"
FRANKLIN GREEN,"210 W MAPLE ST, FRANKLIN GROVE, IL 61031"
GOLDMAN APTS,"1629 SECOND AVE, ROCK ISLAND, IL 61201"
GOODELL PLACE APTS,"617 S SIXTH AVE, MAYWOOD, IL 60153"
GREENWOOD SENIOR APTS,"1026 GREENWOOD ST, MADISON, IL 62060"
LOCKPORT SENIOR HOUSING,"1300 E DIVISION ST, LOCKPORT, IL 60441"
MAYORS MANOR,"500 W WASHINGTON ST, BLOOMINGTON, IL 61701"
MILL CREEK VILLAGE,"102 E STATE ST, MT CARROLL, IL 61053"
NORTH TOWN VILLAGE,"1311 N HALSTED ST, CHICAGO, IL 60642"
NORTH TOWN VILLAGE I,", CHICAGO, IL "
NORTHLINE TERRACE,"105 20TH ST, MENDOTA, IL 61342"
NTV1,"1311 N Halsted St, Chicago, IL 60642-2661"
PALISADES PARK,"1621 SIXTH ST, FULTON, IL 61252"
PARK FOREST SENIOR LIVING CENTER,"151 MAIN ST, PARK FOREST, IL 60466"
PARK FOREST SENIOR SUPPORTIVE HOUSING,"101 MAIN ST, PARK FOREST, IL 60466"
PARKVIEW APTS,"100 PARKVIEW LN, SAVOY, IL 61874"
PARKWAY APTS,"419 ANDERSON ST, PRINCETON, IL 61356"
PHEASANT RIDGE & HUNTER APTS,"9208 HUNTER DR, ORLAND HILLS, IL 60487"
PROGRESSIVE SQUARE,"4746 S WABASH AVE, CHICAGO, IL 60615"
RIVER WEST,"312 S MERRIMAN ST, PEORIA, IL 61605"
RUSH -BARTON,"1245 S WOOD ST, CHICAGO, IL 60608"
SENIOR SUTIES OF HEGEWISCH,"13550 S AVE O, CHICAGO, IL 60633"
SENIOR SUTIES OF HEGEWISCH,"13550 S Avenue O, Chicago, IL 60633"
ST EDMUND'S MANOR,"5947 S INDIANA AVE, CHICAGO, IL 60637"
STERLING TOWERS,"2403 E 19TH ST, STERLING, IL 61081"
STOREY MANOR,"40B MANOR DR, COTTAGE HILLS, IL 62018"
SYCAMORE PROPERTIES,"BLDG 3 MAIN ST, FARINA, IL 62838"
THE GRAND APTS,"1146 BROADWAY, ROCKFORD, IL 61104"
TIFFANY ROAD SENIOR APTS,"885 TIFFANY RD, ANTIOCH, IL 60002"
TURNBERRY VILLAGE MACOMB,"101 WIGWAM HOLLOW CIR, MACOMB, IL 61455"
VALLEY RIDGE SENIOR COMMUNITY,"8805 BRADEN DR, CASEYVILLE, IL 62232"
VICTOR MEADOWS PHASE II,"351 COLEITA CT, PRINCETON, IL 61356"
YELLOW CREEK GLEN APTS,"1825 S YELLOW CREEK CT, FREEPORT, IL 61032"
CASA PUEBLA,"2004 S RACINE AVE, CHICAGO, IL 60608"
CEDAR CREEK CROSSING,"2320 N 12TH ST, QUINCY, IL 62305"
CLARIDGE APTS,"319 DEMPSTER ST, EVANSTON, IL 60201"
COTTAGE VIEW TERRACE,"4829 S COTTAGE GROVE AVE, CHICAGO, IL 60615"
COUGILL APTS,"500 W POLK AVE, CHARLESTON, IL 61920"
COUNTRYVIEW APTS,"802 S LINCOLN AVE, OLNEY, IL 62450"
FAIRVIEW ESTATES,"7 UNION AVE, MC LEANSBORO, IL 62859"
FINLEY PLACE APTS,"1151 S FINLEY RD, LOMBARD, IL 60148"
FOX RIVER HORIZON SENIOR LIVING COMM,"785 FLETCHER DR, ELGIN, IL 60123"
GREEN BAY MANOR APTS,"206 N GREEN BAY RD, WAUKEGAN, IL 60085"
HEARTS UNITED APTS PHASE II,"705 E 43RD ST, CHICAGO, IL 60653"
HERITAGE WOODS OF CHICAGO,"2800 W FULTON ST, CHICAGO, IL 60612"
HUNT CLUB VILLAGE,"200 HUNT CLUB DR, ST CHARLES, IL 60174"
IKE SIMS VILLAGE,"3333 W Maypole Ave, Chicago, IL 60624"
IKE SIMS VILLAGE,"3333 W MAYPOLE AVE, CHICAGO, IL 60624"
INTEGRATED COMMUNITY HOUSING,"202 S POPLAR ST, PANA, IL 62557"
JEFFERSON HOUSE,"900 E JEFFERSON ST, MACOMB, IL 61455"
KINGSFIELD APTS,"300 S LOUIS ST, PLANO, IL 60545"
LIBRARY LANE SENIOR RESIDENCE,"50 LIBRARY LN, GRAYSLAKE, IL 60030"
LYNWOOD SENIOR APTS,"2252 LOGAN AVE, CHICAGO HEIGHTS, IL "
MAINSTAY CENTER,"1218 19TH ST, GRANITE CITY, IL 62040"
MILLS CROSSING APTS,"600 MILLS CART RD, SALEM, IL 62881"
MONMOUTH MANOR,"1018 N SIXTH ST, MONMOUTH, IL 61462"
MORRIS FAMILY APTS,"1001 QUAIL DR, MORRIS, IL 60450"
NORTH TOWN VILLAGE II,", CHICAGO, IL "
NUESTRO HOSAR COOPERATIVE,"4101 W KAMERLING AVE, CHICAGO, IL 60651"
OAKWOOD TRACE TOWNHOMES,"304 E BEARDSLEY AVE, CHAMPAIGN, IL 61820"
OTTAWA PLACE SENIOR APTS,"400 JIM THOMAS CIR, OTTAWA, IL 61350"
PARSONS PLACE,"1060 N 18TH ST, EAST SAINT LOUIS, IL "
PATHWAY OF RIVER OAKS,"1370 RING RD, CALUMET CITY, IL 60409"
PRAIRIE PLACE,"201 W LINCOLN, ATHENS, IL "
RENAISSANCE APTS,"1723 SECOND AVE, ROCK ISLAND, IL 61201"
ROBBINS SUPPORTIVE LIVING FACILITY,"13818 UTICA AVE, ROBBINS, IL 60472"
SENIOR SUTIES OF JEFFERSON PARK,"5400 N NW HWY, CHICAGO, IL 60630"
SENIOR SUTIES OF JEFFERSON PARK,"5400 Northwest Highway, Chicago, IL 60630"
SHEBA PLACE,"3239 W WARREN BLVD, CHICAGO, IL 60624"
ST CLARE'S VILLA,"915 E FIFTH ST, ALTON, IL 62002"
STONE TERRACE,"8440 S PARNELL AVE, CHICAGO, IL 60620"
STONE TERRACE APARTMENT,"8409 S Vincennes, Chicago, IL 60620"
STONE TERRACE APARTMENT,"540 W 85th St, Chicago, IL 60620"
TURNBERRY VILLAGE-GALESBURG,"279 MICHIGAN AVE, GALESBURG, IL 61401"
VERMILION HOUSE,"3535 N VERMILION ST, DANVILLE, IL 61832"
WESTRIDGE APTS,"509 PLAZA DR, MENDOTA, IL 61342"
WHISPERING WIND,"1101 W 23RD ST, ROCK FALLS, IL 61071"
51ST & KING DRIVE APTS,"5049 S KING DR, CHICAGO, IL 60615"
51ST + KING DRIVE APARTMENTS,"5049 S King Dr, Chicago, IL 60615"
ALTON SQUARE APTS,"1 WOODVIEW CT, ALTON, IL 62002"
ANTIOCH HOMES II,"6400 S NORMAL BLVD, CHICAGO, IL 60621"
ARBORS AT HICKORY CREEK,"4799 HICKORY CREEK RD, RICHTON PARK, IL "
AUBURN COMMONS APTS,"1626 W 87TH ST, CHICAGO, IL 60620"
CAMBRIDGE HOUSE OF O'FALLON,"844 CAMBRIDGE BLVD, O FALLON, IL 62269"
MEADOWS OF LUKE RIDGE TOWN HOMES,"415 LUKE LN, ROCK FALLS, IL 61071"
MEADOWVIEW APTS,"2004 MIDDLETOWN DR, MAHOMET, IL 61853"
MELROSE COMMONS APTS,"8303 W N AVE, MELROSE PARK, IL "
NORTHPOINT PRESERVATION,"7719 N PAULINA ST, CHICAGO, IL 60626"
OAK WOODS APTS,"740 W JOAN CT, PEORIA, IL 61614"
OAKS OF WILLOW HILL,"8711 S 87TH TER, JUSTICE, IL 60458"
WHEELER HOUSE,"1420 W 69TH ST, CHICAGO, IL 60636"
WHEELER HOUSE,"1450 W 69th St, Chicago, IL 60636"
WILMINGTON SENIOR HOUSING PHASE I,"555 STOUGH CIR, WILMINGTON, IL 60481"
ALDEN HORIZON AT OAK FOREST SENIOR LIVIN,"14904 CICERO AVE, OAK FOREST, IL 60452"
ALEXIAN VILLAGE,"974 MARTHA ST, ELK GROVE VILLAGE, IL 60007"
BADGER RIDGE HOMES,"7600 N BADGER RD, EAST DUBUQUE, IL 61025"
BRAINARD LANDINGS APTS,"1100 MONROE ST, LINCOLN, IL "
CAMPBELL TERRACE APTS,"2061 N CAMPBELL AVE, CHICAGO, IL 60647"
CARBONDALE TOWER,"810 W MILL ST, CARBONDALE, IL 62901"
CHATHAM CROSSING,"771 TITAN CT, CHATHAM, IL 62629"
CHURCHVIEW SUPPORTIVE LIVING,"2626 W 63rd St, Chicago, IL 60629"
COLLEGE PARK APTS,"902 W COLLEGE BLVD, ADDISON, IL 60101"
CORNERSTONE PLACE,"250 S LEWIS LN, CARBONDALE, IL 62901"
COUNTRY CLUB HEIGHTS,"740 COUNTRY CLUB HTS, QUINCY, IL 62301"
DANBURY COURTS,"19 BASIL WAY, BLOOMINGTON, IL 61705"
FOX RIVER HORIZON II SENIOR LIVING COMM,"765 FLETCHER DR, ELGIN, IL 60123"
HERITAGE WOODS OF BENTON,"1302 BAILEY LN, BENTON, IL 62812"
HICKORY RIDGE APTS,"500 HICKORY RIDGE CT, CENTRALIA, IL 62801"
HILLIARD HOMES I,"2111 S Clark St, Chicago, IL 60616-1526"
HYDE PARK APTS,"5330 S HARPER AVE, CHICAGO, IL 60615"
INDIANA MANOR TOWNHOMES,"4324 S INDIANA AVE, CHICAGO, IL 60653"
INDIANA MANOR TOWNHOMES,"4324 S Indiana, Chicago, IL 60653"
INTEGRATED COMMUNITY HOUSING II,"709 E WASHINGTON ST, PANA, IL 62557"
INWOOD TOWERS,"247 CATERPILLAR DR, JOLIET, IL 60436"
JACKSON PARK TERRACE,"6040 S HARPER AVE, CHICAGO, IL 60637"
KNOLLWOOD RETIREMENT CENTER (SLF),"20 JACKSONVILLE PL, JACKSONVILLE, IL 62650"
LAKE PARK CRESCENT-PHASE I RENTAL,"1061 E 41ST PL, CHICAGO, IL 60653"
LANCASTER HEIGHTS APTS,"1462 E COLLEGE AVE, NORMAL, IL 61761"
LITCHFIELD HOMES,"1011 E PRAIRIE ST, LITCHFIELD, IL 62056"
MADDEN WELLS PHASE 1A,"3859 S Vincennes Ave, Chicago, IL 60653"
MANORS AT MASON WOODS,"205 ILLINOIS ST, PINCKNEYVILLE, IL 62274"
MAPLE RIDGE APTS,"3700 FIFTH ST, ROCK ISLAND, IL 61201"
MARYWOOD APT HOMES,"1650 N MARYWOOD AVE, AURORA, IL 60505"
MAYFAIR APARTMENTS,"4832 S Vincennes Ave, Chicago, IL 60615-1462"
MAYFAIR APTS,"4832 S VINCENNES AVE, CHICAGO, IL 60615"
MONTCLARE SENIOR RESIDENCE PHASE II,"6640 W BELDEN AVE, CHICAGO, IL 60707"
MORTON GROVE SENIOR APTS,"9016 WAUKEGAN RD, MORTON GROVE, IL 60053"
OLYMPIC VILLAGE,"31 OLYMPIC VLG, CHICAGO HEIGHTS, IL 60411"
PERU SENIOR HOUSING,"2301 MARQUETTE RD, PERU, IL 61354"
RIVER HILLS,"300 S FRANKLIN ST, CLAYTON, IL 62324"
ROCKWELL GARDENS HOPE IV,"2425 W ADAMS, CHICAGO, IL 60612"
ROOSEVELT APTS,"701 W GRAND AVE, DECATUR, IL 62522"
SENIOR SUITES OF RAINBOW BEACH,"2804 E 77TH PL, CHICAGO, IL 60649"
SENIOR SUITES OF RAINBOW BEACH,"2804 E 77th Pl, Chicago, IL 60649"
SENIOR SUITES OF WEST HUMBOLDT PARK,"3656 W HURON ST, CHICAGO, IL 60624"
SENIOR SUITES OF WEST HUMBOLDT PARK,"3656 W Huron Street, Chicago, IL 60624"
SOUTHERN HILLS/ORLANDO APTS,"3077 SOUTHERN HILLS DR, DECATUR, IL 62526"
SPRING CREEK TOWERS,"2727 N MONROE ST, DECATUR, IL 62526"
STEGER SENIOR HOUSING II,"3172 LOVEROCK AVE, STEGER, IL 60475"
TAYLORVILLE HOMES,"902 S HOUSTON ST, TAYLORVILLE, IL 62568"
TERRACE APTS,"2321 HALSTED RD, ROCKFORD, IL 61103"
THE PARKWAYS,"6718 S E END AVE, CHICAGO, IL 60649"
TURNBERRY VILLAGE APTS II,"276 REEVESTON DR, BLOOMINGTON, IL 61705"
UNIVERSAL CITY APTS,"9510 S CONSTANCE AVE, CHICAGO, IL 60617"
WABASH CROSSING PHASE I,"501 511 E GRAND AVE, DECATUR, IL "
WASHINGTON AVENUE APTS,"1530 MARKET ST, MADISON, IL 62060"
WEST END,"2663 W MADISON ST, CHICAGO, IL 60612"
WESTHAVEN PARK APTS IIA,"1742 W MAYPOLE AVE, CHICAGO, IL 60612"
YALE BUILDING,"6559 S YALE AVE, CHICAGO, IL 60621"
AMBERTON APTS,"302 WOODCREEK DR, BOLINGBROOK, IL 60440"
AUTUMN RIDGE APTS,"326 S PRESIDENT ST, CAROL STREAM, IL 60188"
BISSELL APTS,"1300 KLEIN AVE, VENICE, IL 62090"
BOWMAN ESTATES,"1968 N BOWMAN AVE RD, DANVILLE, IL 61832"
BROOKSHIRE ESTATES APTS,"1241 BROOKSHIRE PL, JERSEYVILLE, IL 62052"
BUENA VISTA APTS (ABINGDON),"1285 FLEETWOOD DR, ELGIN, IL 60123"
CEDAR POINTE,"1900 S TENTH ST, MT VERNON, IL 62864"
CENTRAL CITY APTS,"1421 BOWMAN ST, EAST SAINT LOUIS, IL 62205"
COUNTRYBROOK APTS,"2502 W SPRINGFIELD AVE, CHAMPAIGN, IL 61821"
COUNTRYSIDE VILLAGES I (YORKVILLE),"407 W KENDALL DR, YORKVILLE, IL 60560"
CROWNE HILL ESTATES,"1101 W 24TH ST, ROCK FALLS, IL 61071"
GRACEFIELD APTS,"2727 CHERIE LN, OTTAWA, IL 61350"
HAMPTON PLACE EXTENSION II,"1439 PEARL ST, ALTON, IL 62002"
HAROLD WASHINGTON UNITY COOPERATIVE,"27 N KEDZIE AVE, CHICAGO, IL 60612"
LELAND APTS,"1201 W LELAND AVE, CHICAGO, IL 60640"
LIBERTY SQUARE,"711 S INDEPENDENCE BLVD, CHICAGO, IL 60624"
LINCOLN TERRACE APTS,"2825 W ANN ST, PEORIA, IL 61605"
LITTLE EGYPT ESTATES,"1600 MORGAN AVE, MARION, IL 62959"
MAHALIA PLACE OF LEGENDS SOUTH,"116 E 43RD ST, CHICAGO, IL 60653"
MATTOON TOWERS II,"90 PRAIRIE AVE, MATTOON, IL 61938"
NEW HOLLAND APTS,"324 N VERMILION ST, DANVILLE, IL 61832"
NEW VISTAS II,"6909 S CRANDON AVE, CHICAGO, IL 60649"
NORMAL PARKWAY HOMES,"421 W MARQUETTE RD, CHICAGO, IL 60621"
NORTH CENTER SENIOR APARTMENTS,"2324 W Irving Park Road, Chicago, IL 60618"
OAKRIDGE VILLAGE APTS,"299 OAKRIDGE CT, ANTIOCH, IL 60002"
OAKWOOD SHORES 1B,"38TH PL - PERSHING, CHICAGO, IL "
PARSONS PLACE PHASE II,"1060 N 18TH ST, EAST SAINT LOUIS, IL "
PASEO BORICUA APTS,"1154 N CAMPBELL AVE, CHICAGO, IL 60622"
PERSHING & STATE,"3845 S STATE ST, CHICAGO, IL 60609"
PERSHING + STATE LP,"3845 S State St, Chicago, IL 60609"
PHEASANT RIDGE APTS,"3500 70TH ST, MOLINE, IL 61265"
PINE RACE APTS,", CHICAGO, IL "
PINE VIEW,"200 COMMERCE ST, CARMI, IL 62821"
PRAIRIE LIVING OF CHAUTAUQUA,"955 VILLA CT, CARBONDALE, IL 62901"
RIVERDALE MANOR,"14422 S INDIANA AVE, RIVERDALE, IL 60827"
ROOSEVELT SQUARE I,"1222 W Roosevelt Rd, Chicago, IL 60608"
ROOSEVELT TOWER - I,"3440 W ROOSEVELT RD, CHICAGO, IL 60624"
"ROOSEVELT TOWER - I, LLC","3440 W Rosevelt Rd, Chicago, IL 60624"
ROSEWOOD APTS,"318 W FOREST AVE, ROUND LAKE, IL 60073"
VILLAGE GREEN APTS (ROCKFORD),"143 BLANCHARD CT, BYRON, IL 61010"
WHISPERING OAKS APTS,"2443 W DUGDALE RD, WAUKEGAN, IL 60085"
ALDEN GARDENS OF BLOOMINGDALE SUPORTIVE,"22W378 ARMY TRAIL RD, BLOOMINGDALE, IL "
BELLA VISTA APTS (FAMILY),"100 DEBRA LN, WATERLOO, IL 62298"
BELLA VISTA APTS (SENIOR),"103 DEBRA LN, WATERLOO, IL 62298"
BERKSHIRES,"1121 E 1500 N RD, TAYLORVILLE, IL 62568"
BOULEVARD COURT APARTMENT LP,"1723 Humboldt Blvd, Chicago, IL 60647"
BOULEVARD COURT APT,"1723 N HUMBOLDT BLVD, CHICAGO, IL 60647"
CASA MARAVILLA,"2021 S MORGAN ST, CHICAGO, IL 60608"
COUNTRYSIDE SENIOR APTS,"6404 JOLIET RD, COUNTRYSIDE, IL 60525"
CRYSTAL VIEW TOWNHOMES,"102 E STEBBINS DR, URBANA, IL 61801"
ENGLEWOOD,"901 W 63RD PKWY, CHICAGO, IL 60621"
KENMORE SENIOR HOUSING,"5040 N KENMORE AVE, CHICAGO, IL 60640"
LABORERS HOME I & II,"200 LABOR DR, SOUTH JACKSONVILLE, IL 62650"
LEGENDS SOUTH A-2,"3137 W 44TH ST, CHICAGO, IL 60632"
LIBERTY LAKES APTS,"201 S BUESCHING RD, LAKE ZURICH, IL 60047"
LILAC APTS,"3 LILAC AVE, FOX LAKE, IL 60020"
NEHEMIAH HOMES II,"2133 E LAWRENCE AVE, SPRINGFIELD, IL 62703"
OAKWOOD SHORES 2B-1,"3754 3758 S VINCENNES AVE, CHICAGO, IL "
SANDSTONE HILLS,"12774 E SNEED CT, MOMENCE, IL "
SENIOR SUITES OF BLUE ISLAND,"13201 ASHLAND AVE, BLUE ISLAND, IL 60406"
SHELBYVILLE HOMES,"1601 HICKORY PARK DR, SHELBYVILLE, IL 62565"
ST JAMES SENIOR ESTATES II,"1251 E RICHTON RD, CRETE, IL 60417"
FC CENTRAL STATION SENIOR,"1251 S MICHIGAN AVE, CHICAGO, IL 60605"
VALLEY VIEW APTS PHASE I,"4700 60TH ST, MOLINE, IL "
VICTORY CENTRE OF GALEWOOD SLF,"2370 N NEWCASTLE AVE, CHICAGO, IL 60707"
VICTORY CENTRE OF SOUTH CHICAGO,"3251 E 92nd Street, Chicago, IL 60617"
VILLAGE AT WHEELER,"1641 E WHEELER CIR, MACOMB, IL 61455"
WILSON FAMILY,"1026 W Montrose Ave, Chicago, IL 60613-1492"
THE SENIOR SUITES OF AUTUMN GREEN AT WRIGHT,"4255 N OAK PARK AVE, CHICAGO, IL 60634"
THE SUITES OF AUTUMN GREEN AT WRIGHT CAMPUS,"4255 N Oak Park Ave, Chicago, IL 60634"
THOMAS PLACE - FOX LAKE,"229 THOMAS LN, FOX LAKE, IL 60020"
WABASH CROSSING PHASE III,"752 762 LEAFLAND, DECATUR, IL "
WILLOW HEIGHTS APTS,"1460 E WELLINGTON WAY, DECATUR, IL 62526"
SALA FLATS,"1829 FOURTH AVE, ROCK ISLAND, IL 61201"
SENIOR SUITES OF BRIDGEPORT,"2825 S Halsted, Chicago, IL 60608"
SENIOR SUITES OF BRIDGEPORT,"2825 S HALSTED ST, CHICAGO, IL 60608"
SENIOR SUITES OF CHATHAM,"8300 S Cottage Grove, Chicago, IL 60619"
SENIOR SUITES OF CHATHAM,"8300 S COTTAGE GROVE AVE, CHICAGO, IL 60619"
SOUTH LOOP AFFORDABLE HOUSING,"600 S WABASH AVE, CHICAGO, IL 60605"
ST EDMUND'S MEADOWS,"6100 S MICHIGAN AVE, CHICAGO, IL 60637"
TERESA ROLDAN,"1154 N Campbell, Chicago, IL 60622"
THE RESERVE AT FOX RIVER,"1222 MARKET PL DR, YORKVILLE, IL 60560"
